nodeId,uri,name,label,embedding
1585,http://www.wikidata.org/entity/Q60456757,National Trust - Dutch Masters from British Country Houses,[Exhibition],"[-0.14989911019802094,-0.1489942967891693,-0.19783203303813934,0.7437684535980225,-0.06924450397491455,0.20762395858764648,-0.057855576276779175,0.011115336790680885,-0.18125389516353607,-0.30294492840766907]"
1586,http://www.wikidata.org/entity/Q13726955,History Painting,[Paintings],"[0.6577825546264648,-0.5471429824829102,-0.47684377431869507,0.21354787051677704,0.5408391952514648,0.00978573877364397,-0.6270124912261963,0.25511687994003296,-0.28589701652526855,0.05604642629623413]"
1587,http://www.wikidata.org/entity/Q877674,touch,[Keyword],"[0.39557379484176636,-0.27449801564216614,-0.3112219572067261,0.3663344383239746,-0.16468463838100433,0.2346128523349762,-0.5273421406745911,-0.001058042049407959,-0.5410604476928711,0.12041553854942322]"
1588,http://www.wikidata.org/entity/Q45841622,Pilate washing his hands,[Keyword],"[0.2719482481479645,0.42536091804504395,0.2335529625415802,0.2570186257362366,0.11948582530021667,-0.622382402420044,-0.2883881628513336,0.4755462408065796,-0.9780519604682922,-0.04209601879119873]"
1589,http://www.wikidata.org/entity/Q5783996,cottage,[Keyword],"[0.7701178789138794,-0.47039955854415894,-0.10473942756652832,-0.00904083251953125,0.23618163168430328,-0.043761879205703735,0.3487132489681244,-0.01428142935037613,0.11074356734752655,0.0928204357624054]"
1590,http://www.wikidata.org/entity/Q1820897,Amsterdam Museum,[Collection],"[0.47240370512008667,-0.4037244915962219,-0.011962354183197021,0.0714297890663147,-0.13559356331825256,0.20817652344703674,-0.30796125531196594,0.6512361168861389,0.11590663343667984,-0.3296997547149658]"
1591,http://www.wikidata.org/entity/Q201664,bracelet,[Keyword],"[1.0237098932266235,-0.12457679212093353,0.43639254570007324,0.24772045016288757,0.8171082735061646,0.17681245505809784,-0.2147389054298401,0.5106975436210632,-0.15936610102653503,-0.31855279207229614]"
1592,http://www.wikidata.org/entity/Q6691,Homer,[Keyword],"[0.5470396876335144,-0.28162479400634766,-0.27444392442703247,0.5278154611587524,-0.025886520743370056,-0.011895537376403809,0.1645476222038269,0.1595512479543686,-0.24587403237819672,0.05513754487037659]"
1593,http://www.wikidata.org/entity/Q21504457,Portrait of an Old Man in Red by Rembrandt,[Paintings],"[0.8702160120010376,-0.04062134027481079,-0.1306108832359314,0.31334543228149414,0.1372368037700653,0.23027363419532776,-0.28114932775497437,0.3874410390853882,-0.019280781969428062,-0.16338300704956055]"
1594,http://www.wikidata.org/entity/Q2090,Nuremberg,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1595,http://www.wikidata.org/entity/Q7741188,The Hyde Collection,[Collection],"[0.32329657673835754,0.36745452880859375,-0.2550380527973175,0.6465644836425781,0.11686140298843384,0.6284040808677673,-0.169345885515213,0.0816098004579544,-0.0170174241065979,0.052320659160614014]"
1596,http://www.wikidata.org/entity/Q937827,Delilah,[Keyword],"[0.24556219577789307,-0.26390016078948975,-0.23630265891551971,-0.4972281754016876,0.22829747200012207,-0.006650149822235107,-0.26985177397727966,0.8804881572723389,-0.5142173171043396,-0.07747727632522583]"
1597,http://www.wikidata.org/entity/Q21872448,Portrait of a 69-year-old man in an armchair,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1598,http://www.wikidata.org/entity/Q1201549,Detroit Institute of Arts,[Collection],"[0.49170976877212524,-0.23936696350574493,-0.3760550618171692,0.48907679319381714,0.3179953098297119,-0.13467419147491455,0.07014280557632446,0.4416668117046356,0.1761619746685028,0.13706552982330322]"
1599,http://www.wikidata.org/entity/Q20199063,Portrait of a Rabbi,[Paintings],"[0.5875463485717773,-0.11542201042175293,-0.06789487600326538,0.16315823793411255,0.786909282207489,0.008701279759407043,-0.20391926169395447,0.24732640385627747,-0.32925885915756226,-0.1855672001838684]"
1600,http://www.wikidata.org/entity/Q30096214,null,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1601,http://www.wikidata.org/entity/Q17275978,Study of an old woman (Rembrandt's mother),[Paintings],"[0.4200541079044342,-0.349208265542984,-0.28214502334594727,0.06677421927452087,0.4616568684577942,0.0176213588565588,-0.1452564299106598,0.32351094484329224,-0.36521977186203003,-0.1720205545425415]"
1602,http://www.wikidata.org/entity/Q177232,son,[Keyword],"[0.9281710386276245,-0.2693958282470703,-0.43461304903030396,0.14235380291938782,0.39773520827293396,0.0025089681148529053,-0.3326098620891571,0.5760816335678101,0.2975091338157654,0.16065123677253723]"
1603,http://www.wikidata.org/entity/Q21597686,Half-figure of a Bearded Man with Beret,[Paintings],"[0.9807673096656799,-0.09936141967773438,-0.16979604959487915,0.5385429859161377,0.46511951088905334,0.15903308987617493,-0.33132925629615784,-0.06592946499586105,0.08883336186408997,-0.3667430579662323]"
1604,http://www.wikidata.org/entity/Q457903,Saint Bavo,[Keyword],"[0.3575950562953949,-0.1267557442188263,0.33693888783454895,0.6575958728790283,-0.16840730607509613,0.06411921977996826,-0.088700070977211,0.02811494655907154,0.26716408133506775,-0.46713635325431824]"
1605,http://www.wikidata.org/entity/Q1576172,Nursing Madonna,[Keyword],"[0.24144020676612854,0.5240823030471802,-1.0383044481277466,-0.49889475107192993,0.38715142011642456,-0.16566196084022522,-0.19556722044944763,0.534157395362854,0.027805715799331665,-0.07273280620574951]"
1606,http://www.wikidata.org/entity/Q82941,São Paulo Museum of Art,[Collection],"[0.4321015775203705,-0.05892544984817505,-0.3904951214790344,0.13804644346237183,0.44798117876052856,0.4400584101676941,-0.26456010341644287,-0.30184680223464966,-0.1086978018283844,0.09558787941932678]"
1607,http://www.wikidata.org/entity/Q1774668,Anna,[Keyword],"[-0.02402813732624054,-0.3063279688358307,-0.12310999631881714,0.0016960501670837402,-0.014669984579086304,0.06408074498176575,-0.3498649001121521,0.7438007593154907,-0.22515706717967987,-0.3858736753463745]"
1608,http://www.wikidata.org/entity/Q21697276,A boy in fanciful costume,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1609,http://www.wikidata.org/entity/Q2479220,Judith at the Banquet of Holofernes,[Paintings],"[0.897956371307373,-0.08724743127822876,0.3041234016418457,-0.1474412977695465,0.7684006690979004,0.34622329473495483,-0.48398128151893616,0.5069695711135864,0.06897095590829849,-0.13556164503097534]"
1610,http://www.wikidata.org/entity/Q18228398,blinding,[Keyword],"[0.6005020141601562,-0.39176279306411743,-0.1876748651266098,0.12702855467796326,0.07669341564178467,0.2613040804862976,-0.48262718319892883,0.6067339181900024,-0.13494499027729034,0.005140155553817749]"
1611,http://www.wikidata.org/entity/Q16624872,washerwoman,[Keyword],"[0.8417780995368958,-0.02774045616388321,0.2875148057937622,-0.41852617263793945,0.8538882732391357,-0.09372539818286896,0.3316172659397125,0.5664263367652893,0.38012731075286865,0.5183075666427612]"
1612,http://www.wikidata.org/entity/Q833860,maid,[Keyword],"[0.4539617598056793,-0.08956902474164963,-0.12854745984077454,0.4961893856525421,0.3963424861431122,-0.236101433634758,-0.20724643766880035,0.7158741354942322,0.34747064113616943,-0.8828230500221252]"
1613,http://www.wikidata.org/entity/Q81420524,Agatha Bas,[Keyword],"[0.41863101720809937,-0.6415871977806091,0.3486483097076416,0.45060020685195923,0.3691295385360718,0.3852297067642212,0.34578937292099,-0.371219277381897,0.2549647092819214,-0.5706464648246765]"
1614,http://www.wikidata.org/entity/Q765606,Orientalist painting,[Keyword],"[0.564704179763794,-0.4137480854988098,-0.337369441986084,0.1934748888015747,0.15111009776592255,0.09861025214195251,-0.2359580099582672,0.3484569191932678,0.041838593780994415,-0.7599163055419922]"
1615,http://www.wikidata.org/entity/Q1139055,tax collector,[Keyword],"[0.5005117654800415,-0.7095653414726257,-0.6073015332221985,0.2798204720020294,-0.30556362867355347,-0.10008211433887482,-0.28824561834335327,0.6461945176124573,0.1351701021194458,-0.22932526469230652]"
1616,http://www.wikidata.org/entity/Q21944819,Man in a Beret looking Left,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1617,http://www.wikidata.org/entity/Q17275981,Portrait of an older man,[Paintings],"[0.6755733489990234,-0.47916150093078613,-0.25691893696784973,0.23798450827598572,0.43267861008644104,0.2762378454208374,-0.05436614155769348,0.26921403408050537,-0.012327706441283226,-0.20792266726493835]"
1618,http://www.wikidata.org/entity/Q21470339,Portrait of Philips Lucasz. (....-1641),[Paintings],"[1.0425087213516235,-0.1584099382162094,-0.24705061316490173,0.39824917912483215,0.4488963782787323,0.1927858293056488,-0.26463502645492554,0.08485224097967148,-0.06957896053791046,-0.3398374021053314]"
1619,http://www.wikidata.org/entity/Q4022,river,[Keyword],"[0.4673839211463928,0.14519405364990234,0.368282675743103,0.5943559408187866,0.3269023597240448,0.7578212022781372,0.03574962168931961,0.2679762840270996,-0.29907354712486267,-0.5192935466766357]"
1620,http://www.wikidata.org/entity/Q17275984,Study of an old man (Rembrandt's father),[Paintings],"[0.45394963026046753,-0.9601399302482605,-0.21633659303188324,0.3410295248031616,0.18165379762649536,0.04877626895904541,0.012741446495056152,0.3221849203109741,-0.11324585229158401,-0.0007722377777099609]"
1621,http://www.wikidata.org/entity/Q18161363,A Lady and Gentleman in Black,[Paintings],"[0.7797505259513855,-0.10703045129776001,-0.10959894955158234,0.1625312864780426,0.6026924848556519,0.36344054341316223,-0.20849591493606567,0.33549994230270386,-0.023138877004384995,-0.1806102693080902]"
1622,http://www.wikidata.org/entity/Q21481261,Portrait of an Old Woman,[Paintings],"[0.8844472765922546,-0.1990765482187271,-0.029690474271774292,0.3932553827762604,0.4745059609413147,-0.07486198842525482,-0.397868275642395,0.3119710683822632,0.26046186685562134,-0.3288308382034302]"
1623,http://www.wikidata.org/entity/Q5598,Rembrandt,"[Person,Keyword]","[0.6393764019012451,-0.27848929166793823,-0.37381839752197266,0.3331444263458252,0.37358224391937256,-0.04692506790161133,-0.2752763032913208,0.4017837643623352,-0.45680269598960876,-0.30508723855018616]"
1624,http://www.wikidata.org/entity/Q177220,singer,[Keyword],"[0.9950504899024963,-0.247453972697258,-0.20876705646514893,0.011903557926416397,0.0015735477209091187,0.11386802792549133,0.10898914933204651,0.6861467361450195,0.04312380775809288,0.1854308545589447]"
1625,http://www.wikidata.org/entity/Q5113,bird,[Keyword],"[0.5543815493583679,-0.48615777492523193,-0.5940754413604736,-0.05627189576625824,0.7356549501419067,-0.1428566575050354,0.3380535840988159,0.1729067862033844,0.3769053518772125,-0.24584245681762695]"
1626,http://www.wikidata.org/entity/Q245230,Jesus among the doctors,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1627,http://www.wikidata.org/entity/Q21481264,Portrait of an Old Man with Beret,[Paintings],"[0.8681974411010742,-0.021228373050689697,0.08612412214279175,0.46644487977027893,0.307961106300354,0.055842529982328415,-0.46002182364463806,0.03876805305480957,0.25262999534606934,-0.3914148509502411]"
1628,http://www.wikidata.org/entity/Q21519924,Self portrait in a fur coat with gold chain and earring,[Paintings],"[0.5929970145225525,-0.38495492935180664,-0.3206577003002167,0.12131431698799133,0.7721265554428101,0.3202958106994629,-0.06934824585914612,0.0630977600812912,-0.5791628360748291,-0.0018872320652008057]"
1629,http://www.wikidata.org/entity/Q337481,overcoat,[Keyword],"[0.6761447191238403,-0.1335570067167282,-0.35567283630371094,-0.05526193231344223,0.2428513765335083,0.2981606721878052,-0.40388843417167664,0.6733348369598389,-0.09832476824522018,0.154161274433136]"
1630,http://www.wikidata.org/entity/Q3686099,Musical Company,[Paintings],"[0.5333902835845947,-0.44500207901000977,-0.1703389286994934,-0.03622652590274811,0.02794969081878662,0.2703040540218353,-0.03054484724998474,0.721139669418335,-0.06863156706094742,0.1464548110961914]"
1631,http://www.wikidata.org/entity/Q19911565,Christ with a Staff,[Paintings],"[0.7579724788665771,-0.10265977680683136,-0.4383198916912079,0.3747078776359558,0.19684374332427979,0.20213595032691956,0.00606122612953186,0.4195876717567444,-0.23617048561573029,0.13245707750320435]"
1632,http://www.wikidata.org/entity/Q19844638,Self-Portrait in a Black Cap,[Paintings],"[0.7363337278366089,-0.14195716381072998,-0.21737709641456604,0.3089173436164856,0.7841596603393555,0.27271318435668945,-0.5749267339706421,0.10153576731681824,-0.2250036895275116,-0.07679799199104309]"
1633,http://www.wikidata.org/entity/Q12888135,candle,[Keyword],"[0.7308114171028137,-0.28976649045944214,-0.5619975328445435,0.2610657215118408,-0.28151047229766846,0.7349519729614258,-0.633967936038971,-0.16045701503753662,-0.01002281904220581,0.28793564438819885]"
1634,http://www.wikidata.org/entity/Q3947822,Saint Peter in prison,[Paintings],"[0.4750516414642334,-0.5277641415596008,-0.33176854252815247,-0.19709408283233643,0.24414251744747162,0.4155576825141907,0.03550690412521362,0.2557350993156433,-0.3572927713394165,-0.05888989567756653]"
1635,http://www.wikidata.org/entity/Q13002315,legendary figure,[Keyword],"[0.37387457489967346,0.018869727849960327,-0.21150940656661987,0.860375165939331,0.6141552925109863,-0.342098593711853,-0.21753115952014923,0.56194669008255,-0.37144339084625244,-0.20603489875793457]"
1636,http://www.wikidata.org/entity/Q46847,ring,[Keyword],"[0.7740041017532349,0.028578341007232666,0.31147822737693787,0.29497820138931274,0.8555842638015747,-0.20050406455993652,-0.13447189331054688,0.803803026676178,-0.021192777901887894,-0.327939510345459]"
1637,http://www.wikidata.org/entity/Q21405958,A Pedlar Selling Spectacles (Allegory of Sight),[Paintings],"[0.9044158458709717,-0.03926803171634674,0.00028592348098754883,-0.21257150173187256,0.023207277059555054,0.06169559061527252,-0.3220398426055908,0.4826675057411194,-0.30871814489364624,0.39274534583091736]"
1638,http://www.wikidata.org/entity/Q21530716,Portrait of an Old Woman (Prophetess Hannah),[Paintings],"[0.7270398139953613,-0.07536877691745758,-0.21149426698684692,0.15602907538414001,1.005391001701355,0.20718234777450562,-0.2427130788564682,0.41976556181907654,-0.05401229485869408,-0.04998105764389038]"
1639,http://www.wikidata.org/entity/Q21470328,Portrait of Petronella Buys,[Paintings],"[0.722999095916748,-0.18476711213588715,-0.18265071511268616,0.19680550694465637,0.7345448732376099,0.14893513917922974,-0.38078299164772034,0.22198599576950073,-0.18375885486602783,-0.2641129493713379]"
1640,http://www.wikidata.org/entity/Q485176,Pasadena,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1641,http://www.wikidata.org/entity/Q21531808,Young Woman with a Gold Chain,[Paintings],"[0.729659914970398,-0.09151890873908997,0.19205322861671448,-0.07450564205646515,0.8235970735549927,-0.19784878194332123,-0.41449353098869324,0.5741583108901978,-0.05463443323969841,-0.1487903594970703]"
1642,http://www.wikidata.org/entity/Q17275997,The Laughing Man,[Paintings],"[0.6022169589996338,-0.8637782335281372,-0.08255451172590256,0.44053274393081665,0.37889567017555237,0.17843155562877655,-0.13660243153572083,0.7229698896408081,-0.03829439729452133,0.07809114456176758]"
1643,http://www.wikidata.org/entity/Q21849209,Portrait of an Officer,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1644,http://www.wikidata.org/entity/Q2079,Leipzig,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1645,http://www.wikidata.org/entity/Q325267,Moses Smashing the Tablets of the Law,[Paintings],"[0.5869753360748291,-0.4592992961406708,-0.18021723628044128,-0.16568894684314728,0.40525951981544495,0.03000645339488983,0.31624042987823486,0.2896850109100342,-0.07335123419761658,-0.12549930810928345]"
1646,http://www.wikidata.org/entity/Q179876,Kingdom of England,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1647,http://www.wikidata.org/entity/Q34623,The Ten Commandments,[Keyword],"[0.3637663424015045,-0.6336386203765869,-0.04265919327735901,-0.2843666076660156,0.050405289977788925,-0.10239161550998688,0.598044216632843,0.5075212121009827,-0.24342012405395508,-0.30876705050468445]"
1648,http://www.wikidata.org/entity/Q197044,Zeuxis,[Keyword],"[0.35912683606147766,-0.49321356415748596,-0.026143878698349,-0.008649647235870361,0.2374209314584732,0.18131518363952637,0.030712135136127472,0.49988043308258057,-0.5816218256950378,-0.1320749819278717]"
1649,http://www.wikidata.org/entity/Q21858384,Girl with a medal,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1650,http://www.wikidata.org/entity/Q50998618,feather,[Keyword],"[0.47034040093421936,0.434386283159256,-0.07630690932273865,0.5694692730903625,-0.6457762122154236,0.21940676867961884,0.12380026280879974,-0.08917544782161713,-0.17866909503936768,0.2997070550918579]"
1651,http://www.wikidata.org/entity/Q21539767,Pilgrims at Emmaus,[Paintings],"[0.7143738269805908,-0.0843547061085701,-0.40458977222442627,0.22186662256717682,0.1643269658088684,0.2069871872663498,-0.3138195872306824,0.6338845491409302,-0.16277310252189636,-0.09163141250610352]"
1652,http://www.wikidata.org/entity/Q40050,drink,[Keyword],"[1.0859544277191162,0.3831285238265991,-0.028819888830184937,-0.2227706015110016,-0.008367925882339478,0.633194088935852,-0.21067065000534058,0.741547703742981,-0.3694758713245392,-0.00297507643699646]"
1653,http://www.wikidata.org/entity/Q16600465,Joseph's dream,[Paintings],"[0.4436597526073456,-0.34901270270347595,-0.3956792950630188,-0.22619503736495972,0.5776917338371277,0.3116508722305298,0.06102147698402405,0.4562841057777405,-0.29339298605918884,-0.04616659879684448]"
1654,http://www.wikidata.org/entity/Q730706,London Borough of Southwark,[City],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1655,http://www.wikidata.org/entity/Q16614604,The Wedding of Samson,[Paintings],"[0.8429791927337646,-0.4140731394290924,-0.260295033454895,-0.02289019525051117,0.37137532234191895,0.23208312690258026,-0.16732370853424072,0.5673524737358093,-0.17837142944335938,0.03090241551399231]"
1656,http://www.wikidata.org/entity/Q19844627,Self portrait with black baret and golden chain,[Paintings],"[0.7593641877174377,-0.32576727867126465,-0.3344584107398987,0.09741252660751343,0.47609275579452515,0.18868251144886017,-0.29983627796173096,0.24999649822711945,-0.6462114453315735,0.010832101106643677]"
1657,http://www.wikidata.org/entity/Q5245991,Oslo Municipality,[],"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
1658,http://www.wikidata.org/entity/Q21549398,The Foot Operation,[Paintings],"[0.758129358291626,-0.5149509906768799,-0.17896416783332825,0.14763331413269043,0.08986610174179077,0.38987913727760315,0.18489903211593628,0.237527996301651,-0.20439298450946808,-0.010660946369171143]"
1659,http://www.wikidata.org/entity/Q203605,carpentry,[Keyword],"[-0.7581684589385986,-0.9101407527923584,-0.45205289125442505,0.6399034261703491,-0.03881090506911278,0.0006182625074870884,0.5241490006446838,0.2995259165763855,-0.1592833697795868,-0.5711725950241089]"
1660,http://www.wikidata.org/entity/Q21449987,Portrait of the Artist as a Young Man,[Paintings],"[0.8245326280593872,-0.3558252453804016,-0.39284008741378784,0.15135040879249573,0.36447086930274963,0.07443955540657043,-0.37167617678642273,0.15909343957901,-0.7374477386474609,0.11155471205711365]"
1661,http://www.wikidata.org/entity/Q21449986,Bust of an Old Man in a Fur Cap,[Paintings],"[0.9302723407745361,-0.45694416761398315,-0.251680850982666,0.3739784359931946,0.46486422419548035,0.013958510011434555,-0.3759460747241974,0.3935881555080414,-0.12900994718074799,0.05369427800178528]"
